"Time","no2_aq10"
2025-02-18 13:54:30,5.61
2025-02-18 13:54:35,6.61
2025-02-18 13:54:40,6.63
2025-02-18 13:54:45,5.74
2025-02-18 13:54:50,6.10
2025-02-18 13:54:55,5.79
2025-02-18 13:55:00,5.83
2025-02-18 13:55:05,6.06
2025-02-18 13:55:10,4.24
2025-02-18 13:55:15,5.07
2025-02-18 13:55:20,5.24
2025-02-18 13:55:25,5.67
2025-02-18 13:55:30,6.39
2025-02-18 13:55:35,6.09
2025-02-18 13:55:40,6.24
2025-02-18 13:55:45,8.40
2025-02-18 13:55:50,7.69
2025-02-18 13:55:55,8.12
2025-02-18 13:56:00,8.15
2025-02-18 13:56:05,6.80
2025-02-18 13:56:10,5.98
2025-02-18 13:56:15,6.57
2025-02-18 13:56:20,7.37
2025-02-18 13:56:25,5.63
2025-02-18 13:56:30,9.24
2025-02-18 13:56:35,13.1
2025-02-18 13:56:40,12.8
2025-02-18 13:56:45,14.7
2025-02-18 13:56:50,14.4
2025-02-18 13:56:55,9.98
2025-02-18 13:57:00,9.51
2025-02-18 13:57:05,8.71
2025-02-18 13:57:10,12.0
2025-02-18 13:57:15,9.46
2025-02-18 13:57:20,10.3
2025-02-18 13:57:25,14.8
2025-02-18 13:57:30,12.0
2025-02-18 13:57:35,11.7
2025-02-18 13:57:40,8.01
2025-02-18 13:57:45,5.93
2025-02-18 13:57:50,4.60
2025-02-18 13:57:55,4.57
2025-02-18 13:58:00,5.35
2025-02-18 13:58:05,4.75
2025-02-18 13:58:10,3.67
2025-02-18 13:58:15,3.49
2025-02-18 13:58:20,4.02
2025-02-18 13:58:25,4.25
2025-02-18 13:58:30,5.01
2025-02-18 13:58:35,5.77
2025-02-18 13:58:40,5.16
2025-02-18 13:58:45,5.44
2025-02-18 13:58:50,6.17
2025-02-18 13:58:55,5.86
2025-02-18 13:59:00,6.09
2025-02-18 13:59:05,6.07
2025-02-18 13:59:10,7.23
2025-02-18 13:59:15,6.97
2025-02-18 13:59:20,6.80
2025-02-18 13:59:25,6.33
2025-02-18 13:59:30,6.44
2025-02-18 13:59:35,6.57
2025-02-18 13:59:40,6.77
2025-02-18 13:59:45,6.79
2025-02-18 13:59:50,7.53
2025-02-18 13:59:55,9.42
2025-02-18 14:00:00,9.16
2025-02-18 14:00:05,8.32
2025-02-18 14:00:10,8.58
2025-02-18 14:00:15,7.89
2025-02-18 14:00:20,8.05
2025-02-18 14:00:25,8.22
2025-02-18 14:00:30,8.85
2025-02-18 14:00:35,8.61
2025-02-18 14:00:40,7.71
2025-02-18 14:00:45,9.15
2025-02-18 14:00:50,9.09
2025-02-18 14:00:55,9.50
2025-02-18 14:01:00,9.27
2025-02-18 14:01:05,10.4
2025-02-18 14:01:10,9.82
2025-02-18 14:01:15,9.43
2025-02-18 14:01:20,9.90
2025-02-18 14:01:25,9.59
2025-02-18 14:01:30,8.48
2025-02-18 14:01:35,8.00
2025-02-18 14:01:40,7.27
2025-02-18 14:01:45,10.2
2025-02-18 14:01:50,8.52
2025-02-18 14:01:55,9.93
2025-02-18 14:02:00,8.34
2025-02-18 14:02:05,8.64
2025-02-18 14:02:10,6.55
2025-02-18 14:02:15,7.99
2025-02-18 14:02:20,7.66
2025-02-18 14:02:25,7.97
2025-02-18 14:02:30,7.40
2025-02-18 14:02:35,7.09
2025-02-18 14:02:40,6.05
2025-02-18 14:02:45,7.05
2025-02-18 14:02:50,6.53
2025-02-18 14:02:55,6.21
2025-02-18 14:03:00,7.48
2025-02-18 14:03:05,7.05
2025-02-18 14:03:10,7.29
2025-02-18 14:03:15,8.45
2025-02-18 14:03:20,8.89
2025-02-18 14:03:25,10.3
2025-02-18 14:03:30,14.4
2025-02-18 14:03:35,21.1
2025-02-18 14:03:40,31.5
2025-02-18 14:03:45,34.1
2025-02-18 14:03:50,42.3
2025-02-18 14:03:55,32.5
2025-02-18 14:04:00,23.8
2025-02-18 14:04:05,21.5
2025-02-18 14:04:10,18.6
2025-02-18 14:04:15,15.6
2025-02-18 14:04:20,18.5
2025-02-18 14:04:25,19.2
2025-02-18 14:04:30,16.0
2025-02-18 14:04:35,14.7
2025-02-18 14:04:40,14.0
2025-02-18 14:04:45,13.9
2025-02-18 14:04:50,14.2
2025-02-18 14:04:55,14.2
2025-02-18 14:05:00,13.8
2025-02-18 14:05:05,14.9
2025-02-18 14:05:10,15.3
2025-02-18 14:05:15,14.8
2025-02-18 14:05:20,14.7
2025-02-18 14:05:25,12.0
2025-02-18 14:05:30,14.2
2025-02-18 14:05:35,16.2
2025-02-18 14:05:40,14.9
2025-02-18 14:05:45,18.4
2025-02-18 14:05:50,17.5
2025-02-18 14:05:55,14.4
2025-02-18 14:06:00,10.9
2025-02-18 14:06:05,17.6
2025-02-18 14:06:10,15.4
2025-02-18 14:06:15,13.3
2025-02-18 14:06:20,15.7
2025-02-18 14:06:25,13.1
2025-02-18 14:06:30,13.1
2025-02-18 14:06:35,12.3
2025-02-18 14:06:40,9.74
2025-02-18 14:06:45,12.3
2025-02-18 14:06:50,11.2
2025-02-18 14:06:55,11.6
2025-02-18 14:07:00,7.14
2025-02-18 14:07:05,9.48
2025-02-18 14:07:10,8.09
2025-02-18 14:07:15,6.66
2025-02-18 14:07:20,5.07
2025-02-18 14:07:25,9.39
2025-02-18 14:07:30,8.16
2025-02-18 14:07:35,6.99
2025-02-18 14:07:40,4.96
2025-02-18 14:07:45,6.43
2025-02-18 14:07:50,7.98
2025-02-18 14:07:55,9.46
2025-02-18 14:08:00,11.9
2025-02-18 14:08:05,10.8
2025-02-18 14:08:10,10.4
2025-02-18 14:08:15,11.0
2025-02-18 14:08:20,9.38
2025-02-18 14:08:25,10.1
2025-02-18 14:08:30,9.82
2025-02-18 14:08:35,10.7
2025-02-18 14:08:40,12.9
2025-02-18 14:08:45,11.7
2025-02-18 14:08:50,10.3
2025-02-18 14:08:55,10.6
2025-02-18 14:09:00,11.0
2025-02-18 14:09:05,11.3
2025-02-18 14:09:10,11.6
2025-02-18 14:09:15,14.1
2025-02-18 14:09:20,13.6
2025-02-18 14:09:25,12.9
2025-02-18 14:09:30,10.5
2025-02-18 14:09:35,10.9
2025-02-18 14:09:40,9.55
2025-02-18 14:09:45,15.5
2025-02-18 14:09:50,12.3
2025-02-18 14:09:55,8.20
2025-02-18 14:10:00,9.12
2025-02-18 14:10:05,7.36
2025-02-18 14:10:10,8.17
2025-02-18 14:10:15,9.92
2025-02-18 14:10:20,9.40
2025-02-18 14:10:25,9.49
2025-02-18 14:10:30,14.5
2025-02-18 14:10:35,11.0
2025-02-18 14:10:40,13.2
2025-02-18 14:10:45,10.3
2025-02-18 14:10:50,8.92
2025-02-18 14:10:55,10.4
2025-02-18 14:11:00,7.23
2025-02-18 14:11:05,9.52
2025-02-18 14:11:10,9.74
2025-02-18 14:11:15,10.5
2025-02-18 14:11:20,9.80
2025-02-18 14:11:25,9.03
2025-02-18 14:11:30,9.61
2025-02-18 14:11:35,9.55
2025-02-18 14:11:40,10.6
2025-02-18 14:11:45,10.9
2025-02-18 14:11:50,8.21
2025-02-18 14:11:55,8.55
2025-02-18 14:12:00,8.30
2025-02-18 14:12:05,9.41
2025-02-18 14:12:10,7.11
2025-02-18 14:12:15,7.53
2025-02-18 14:12:20,7.16
2025-02-18 14:12:25,8.01
2025-02-18 14:12:30,9.58
2025-02-18 14:12:35,9.82
2025-02-18 14:12:40,8.47
2025-02-18 14:12:45,5.74
2025-02-18 14:12:50,7.28
2025-02-18 14:12:55,9.39
2025-02-18 14:13:00,7.29
2025-02-18 14:13:05,6.54
2025-02-18 14:13:10,6.40
2025-02-18 14:13:15,6.08
2025-02-18 14:13:20,5.81
2025-02-18 14:13:25,8.48
2025-02-18 14:13:30,7.42
2025-02-18 14:13:35,7.50
2025-02-18 14:13:40,6.07
2025-02-18 14:13:45,6.51
2025-02-18 14:13:50,5.72
2025-02-18 14:13:55,9.33
2025-02-18 14:14:00,8.08
2025-02-18 14:14:05,7.92
2025-02-18 14:14:10,7.27
2025-02-18 14:14:15,8.60
2025-02-18 14:14:20,8.71
2025-02-18 14:14:25,8.22
2025-02-18 14:14:30,7.38
2025-02-18 14:14:35,8.30
2025-02-18 14:14:40,6.45
2025-02-18 14:14:45,5.55
2025-02-18 14:14:50,2.28
2025-02-18 14:14:55,2.30
2025-02-18 14:15:00,2.61
2025-02-18 14:15:05,2.09
2025-02-18 14:15:10,1.85
2025-02-18 14:15:15,1.94
2025-02-18 14:15:20,2.04
2025-02-18 14:15:25,2.32
2025-02-18 14:15:30,2.24
2025-02-18 14:15:35,2.69
2025-02-18 14:15:40,2.87
2025-02-18 14:15:45,3.48
2025-02-18 14:15:50,4.44
2025-02-18 14:15:55,5.02
2025-02-18 14:16:00,5.79
2025-02-18 14:16:05,7.03
2025-02-18 14:16:10,7.79
2025-02-18 14:16:15,6.17
2025-02-18 14:16:20,6.46
2025-02-18 14:16:25,5.65
2025-02-18 14:16:30,6.04
2025-02-18 14:16:35,6.00
2025-02-18 14:16:40,4.79
2025-02-18 14:16:45,5.43
2025-02-18 14:16:50,5.24
2025-02-18 14:16:55,5.64
2025-02-18 14:17:00,4.53
2025-02-18 14:17:05,6.21
2025-02-18 14:17:10,5.40
2025-02-18 14:17:15,4.77
2025-02-18 14:17:20,5.21
2025-02-18 14:17:25,4.69
2025-02-18 14:17:30,5.47
2025-02-18 14:17:35,10.1
2025-02-18 14:17:40,14.8
2025-02-18 14:17:45,25.4
2025-02-18 14:17:50,27.3
2025-02-18 14:17:55,30.5
2025-02-18 14:18:00,31.4
2025-02-18 14:18:05,33.2
2025-02-18 14:18:10,29.7
2025-02-18 14:18:15,30.3
2025-02-18 14:18:20,26.5
2025-02-18 14:18:25,24.5
2025-02-18 14:18:30,21.6
2025-02-18 14:18:35,19.1
2025-02-18 14:18:40,16.9
2025-02-18 14:18:45,17.5
2025-02-18 14:18:50,16.9
2025-02-18 14:18:55,13.3
2025-02-18 14:19:00,13.7
2025-02-18 14:19:05,12.6
2025-02-18 14:19:10,11.5
2025-02-18 14:19:15,9.59
2025-02-18 14:19:20,13.1
2025-02-18 14:19:25,11.9
2025-02-18 14:19:30,11.1
2025-02-18 14:19:35,10.5
2025-02-18 14:19:40,9.85
2025-02-18 14:19:45,9.54
2025-02-18 14:19:50,9.48
2025-02-18 14:19:55,9.87
2025-02-18 14:20:00,8.76
2025-02-18 14:20:05,8.77
2025-02-18 14:20:10,6.59
2025-02-18 14:20:15,7.06
2025-02-18 14:20:20,7.31
2025-02-18 14:20:25,7.15
2025-02-18 14:20:30,7.84
2025-02-18 14:20:35,7.59
2025-02-18 14:20:40,9.18
2025-02-18 14:20:45,4.06
2025-02-18 14:20:50,2.34
2025-02-18 14:20:55,2.02
2025-02-18 14:21:00,2.28
2025-02-18 14:21:05,2.55
2025-02-18 14:21:10,3.22
2025-02-18 14:21:15,4.25
2025-02-18 14:21:20,3.79
2025-02-18 14:21:25,3.27
2025-02-18 14:21:30,3.56
2025-02-18 14:21:35,5.10
2025-02-18 14:21:40,5.51
2025-02-18 14:21:45,7.37
2025-02-18 14:21:50,6.16
2025-02-18 14:21:55,6.55
2025-02-18 14:22:00,6.51
2025-02-18 14:22:05,8.22
2025-02-18 14:22:10,5.74
2025-02-18 14:22:15,7.24
2025-02-18 14:22:20,6.79
2025-02-18 14:22:25,7.21
2025-02-18 14:22:30,6.12
2025-02-18 14:22:35,5.76
2025-02-18 14:22:40,5.80
2025-02-18 14:22:45,8.60
2025-02-18 14:22:50,7.78
2025-02-18 14:22:55,5.66
2025-02-18 14:23:00,5.04
2025-02-18 14:23:05,5.12
2025-02-18 14:23:10,7.11
2025-02-18 14:23:15,6.43
2025-02-18 14:23:20,5.57
2025-02-18 14:23:25,5.90
2025-02-18 14:23:30,7.53
2025-02-18 14:23:35,6.40
2025-02-18 14:23:40,6.75
2025-02-18 14:23:45,5.78
2025-02-18 14:23:50,5.20
2025-02-18 14:23:55,4.63
2025-02-18 14:24:00,4.26
2025-02-18 14:24:05,4.92
2025-02-18 14:24:10,5.02
2025-02-18 14:24:15,5.60
2025-02-18 14:24:20,4.99
2025-02-18 14:24:25,7.24
2025-02-18 14:24:30,6.91
2025-02-18 14:24:35,7.47
2025-02-18 14:24:40,5.81
2025-02-18 14:24:45,5.67
2025-02-18 14:24:50,6.32
2025-02-18 14:24:55,8.11
2025-02-18 14:25:00,7.67
2025-02-18 14:25:05,9.08
2025-02-18 14:25:10,9.28
2025-02-18 14:25:15,10.1
2025-02-18 14:25:20,8.96
2025-02-18 14:25:25,8.57
2025-02-18 14:25:30,11.0
2025-02-18 14:25:35,10.2
2025-02-18 14:25:40,8.68
2025-02-18 14:25:45,7.18
2025-02-18 14:25:50,6.84
2025-02-18 14:25:55,6.66
2025-02-18 14:26:00,7.34
2025-02-18 14:26:05,6.05
2025-02-18 14:26:10,6.26
2025-02-18 14:26:15,6.43
2025-02-18 14:26:20,7.32
2025-02-18 14:26:25,5.98
2025-02-18 14:26:30,5.97
2025-02-18 14:26:35,5.10
2025-02-18 14:26:40,6.15
2025-02-18 14:26:45,6.01
2025-02-18 14:26:50,5.70
2025-02-18 14:26:55,5.48
2025-02-18 14:27:00,5.60
2025-02-18 14:27:05,4.17
2025-02-18 14:27:10,3.62
2025-02-18 14:27:15,3.83
2025-02-18 14:27:20,4.93
2025-02-18 14:27:25,4.44
2025-02-18 14:27:30,4.45
2025-02-18 14:27:35,4.45
2025-02-18 14:27:40,4.93
2025-02-18 14:27:45,4.04
2025-02-18 14:27:50,4.85
2025-02-18 14:27:55,5.11
2025-02-18 14:28:00,5.76
2025-02-18 14:28:05,4.83
2025-02-18 14:28:10,5.54
2025-02-18 14:28:15,5.08
2025-02-18 14:28:20,7.74
2025-02-18 14:28:25,6.17
2025-02-18 14:28:30,6.76
2025-02-18 14:28:35,6.66
2025-02-18 14:28:40,7.98
2025-02-18 14:28:45,6.37
2025-02-18 14:28:50,5.59
2025-02-18 14:28:55,6.01
2025-02-18 14:29:00,6.90
2025-02-18 14:29:05,8.38
2025-02-18 14:29:10,8.52
2025-02-18 14:29:15,6.25
2025-02-18 14:29:20,6.03
2025-02-18 14:29:25,6.53
2025-02-18 14:29:30,7.25
2025-02-18 14:29:35,7.43
2025-02-18 14:29:40,5.98
2025-02-18 14:29:45,4.16
2025-02-18 14:29:50,3.54
2025-02-18 14:29:55,5.92
2025-02-18 14:30:00,6.28
2025-02-18 14:30:05,7.04
2025-02-18 14:30:10,6.98
2025-02-18 14:30:15,6.91
2025-02-18 14:30:20,8.54
2025-02-18 14:30:25,10.7
2025-02-18 14:30:30,7.56
2025-02-18 14:30:35,7.44
2025-02-18 14:30:40,12.0
2025-02-18 14:30:45,15.5
2025-02-18 14:30:50,6.91
2025-02-18 14:30:55,8.27
2025-02-18 14:31:00,6.47
2025-02-18 14:31:05,6.54
2025-02-18 14:31:10,6.36
2025-02-18 14:31:15,8.48
2025-02-18 14:31:20,8.58
2025-02-18 14:31:25,5.46
2025-02-18 14:31:30,7.35
2025-02-18 14:31:35,8.32
2025-02-18 14:31:40,9.37
2025-02-18 14:31:45,12.1
2025-02-18 14:31:50,15.1
2025-02-18 14:31:55,18.1
2025-02-18 14:32:00,8.22
2025-02-18 14:32:05,10.4
2025-02-18 14:32:10,13.5
2025-02-18 14:32:15,9.92
2025-02-18 14:32:20,11.2
2025-02-18 14:32:25,12.4
2025-02-18 14:32:30,11.8
2025-02-18 14:32:35,8.63
2025-02-18 14:32:40,8.95
2025-02-18 14:32:45,8.55
2025-02-18 14:32:50,14.3
2025-02-18 14:32:55,13.0
2025-02-18 14:33:00,12.5
2025-02-18 14:33:05,10.5
2025-02-18 14:33:10,12.4
2025-02-18 14:33:15,13.6
2025-02-18 14:33:20,16.2
2025-02-18 14:33:25,10.2
2025-02-18 14:33:30,12.4
2025-02-18 14:33:35,14.5
2025-02-18 14:33:40,27.7
2025-02-18 14:33:45,7.14
2025-02-18 14:33:50,5.49
2025-02-18 14:33:55,6.92
2025-02-18 14:34:00,7.60
2025-02-18 14:34:05,11.3
2025-02-18 14:34:10,10.5
2025-02-18 14:34:15,10.5
2025-02-18 14:34:20,7.95
2025-02-18 14:34:25,5.73
2025-02-18 14:34:30,6.51
2025-02-18 14:34:35,7.38
2025-02-18 14:34:40,14.4
2025-02-18 14:34:45,19.0
2025-02-18 14:34:50,5.94
2025-02-18 14:34:55,4.52
2025-02-18 14:35:00,6.46
2025-02-18 14:35:05,7.82
2025-02-18 14:35:10,7.99
2025-02-18 14:35:15,7.28
2025-02-18 14:35:20,8.17
2025-02-18 14:35:25,9.02
2025-02-18 14:35:30,7.21
2025-02-18 14:35:35,6.95
2025-02-18 14:35:40,8.68
2025-02-18 14:35:45,9.04
2025-02-18 14:35:50,8.25
2025-02-18 14:35:55,10.3
2025-02-18 14:36:00,9.82
2025-02-18 14:36:05,9.38
2025-02-18 14:36:10,6.25
2025-02-18 14:36:15,6.10
2025-02-18 14:36:20,9.31
2025-02-18 14:36:25,9.91
2025-02-18 14:36:30,8.99
2025-02-18 14:36:35,9.48
2025-02-18 14:36:40,14.1
2025-02-18 14:36:45,11.3
2025-02-18 14:36:50,10.2
2025-02-18 14:36:55,12.6
2025-02-18 14:37:00,9.67
2025-02-18 14:37:05,13.5
2025-02-18 14:37:10,9.09
2025-02-18 14:37:15,12.0
2025-02-18 14:37:20,12.2
2025-02-18 14:37:25,10.9
2025-02-18 14:37:30,14.5
2025-02-18 14:37:35,9.52
2025-02-18 14:37:40,12.5
2025-02-18 14:37:45,12.4
2025-02-18 14:37:50,15.9
2025-02-18 14:37:55,8.55
2025-02-18 14:38:00,8.20
2025-02-18 14:38:05,10.3
2025-02-18 14:38:10,10.1
2025-02-18 14:38:15,11.6
2025-02-18 14:38:20,12.3
2025-02-18 14:38:25,12.0
